OBJECTID,CONFIRMADOS_COL,DESCARTADOS_COL,CONFIRMADOS_AME,CONFIRMADOS_MUNDO,PAISES_CASOS,CASOS_IMPORTADOS_COL,CASOS_RELACIONADOS,GlobalID,CASOS_ESTUDIO,MUERTES_COL,RECUPERADOS_COL,ACTIVOS_COL,ETAREO_M,ETAREO_F,CASA,HOSPITAL,HOSPITAL_UCI
28,6308087,16495171,,62021640,,3697,1936481,e417041f-855a-44ca-898b-9302c5fd679d,0,141807,6135815,1901,2939332,3368755,1035,813,53
